group,case,burst,phase,samples,curl_live_sample_max,tls_live_sample_max,app_bytes_sample_max,scratch_bytes_sample_max,physical_sample_max,rss_sample_max,fds_sample_max,curl_peak_cumulative,tls_peak_cumulative,max_physical_cumulative,max_rss_cumulative
research/transport-memory/adjustment-unknown-results,h2-long-baseline-late,0,retained_idle,1,0,0,0,0,57149184,347226112,3,195531170,710446,200148736,348110848
research/transport-memory/adjustment-unknown-results,h2-long-rate32k-late,-1,cold,1,0,0,0,0,1458752,2768896,4,0,0,1524288,2768896
research/transport-memory/adjustment-unknown-results,h2-long-rate32k-late,0,burst_start,1,9792,103552,0,0,2310912,6864896,8,9792,103552,2327296,6864896
research/transport-memory/adjustment-unknown-results,h2-long-rate32k-late,0,transfer_start,1,3397744,103552,318400,1024000,6652864,11157504,2008,3397744,103552,6652864,11157504
research/transport-memory/adjustment-unknown-results,h2-long-rate32k-late,0,active,496,69121626,673471,318400,1572874240,103269760,143785984,2009,71128319,710454,104908160,143785984
research/transport-memory/adjustment-unknown-results,h2-long-rate32k-late,0,capture_complete,1,10612425,673471,318400,1572864000,63260096,82247680,1009,71128319,710454,104908160,143785984
research/transport-memory/adjustment-unknown-results,h2-long-rate32k-late,0,validation_delayed,1,10612425,673471,318400,1572864000,63260096,82247680,1009,71128319,710454,104908160,143785984
research/transport-memory/adjustment-unknown-results,h2-long-rate32k-late,0,captures_released,1,10612425,673471,0,0,63260096,82247680,9,71128319,710454,104908160,143785984
research/transport-memory/adjustment-unknown-results,h2-long-rate32k-late,0,serviced_idle,1,10612425,673471,0,0,63260096,82247680,9,71128319,710454,104908160,143785984
research/transport-memory/adjustment-unknown-results,h2-long-rate32k-late,0,multi_released,1,0,537905,0,0,43681152,72237056,4,71128319,710454,104908160,143785984
research/transport-memory/adjustment-unknown-results,h2-long-rate32k-late,0,cleaned,1,0,0,0,0,43664768,72613888,4,71128319,710454,104908160,143785984
research/transport-memory/adjustment-unknown-results,h2-long-rate32k-late,0,retained_idle,1,0,0,0,0,43664768,72613888,3,71128319,710454,104908160,143785984
research/transport-memory/adjustment-unknown-results,h2-long-rate128k-late,-1,cold,1,0,0,0,0,1458752,2768896,4,0,0,1524288,2768896
research/transport-memory/adjustment-unknown-results,h2-long-rate128k-late,0,burst_start,1,9792,103552,0,0,2409344,6930432,8,9792,103552,2425728,6930432
research/transport-memory/adjustment-unknown-results,h2-long-rate128k-late,0,transfer_start,1,3397744,103552,318400,1024000,6685760,11157504,2008,3397744,103552,6685760,11157504
research/transport-memory/adjustment-unknown-results,h2-long-rate128k-late,0,active,144,80345865,673471,318400,1572055040,103515712,166297600,2009,102977199,710454,124044928,166297600
research/transport-memory/adjustment-unknown-results,h2-long-rate128k-late,0,capture_complete,1,10612425,673471,318400,1572864000,74811072,92209152,1009,102977199,710454,124044928,166297600
research/transport-memory/adjustment-unknown-results,h2-long-rate128k-late,0,validation_delayed,1,10612425,673471,318400,1572864000,74811072,92209152,1009,102977199,710454,124044928,166297600
research/transport-memory/adjustment-unknown-results,h2-long-rate128k-late,0,captures_released,1,10612425,673471,0,0,74811072,92209152,9,102977199,710454,124044928,166297600
research/transport-memory/adjustment-unknown-results,h2-long-rate128k-late,0,serviced_idle,1,10612425,673471,0,0,74811072,92209152,9,102977199,710454,124044928,166297600
research/transport-memory/adjustment-unknown-results,h2-long-rate128k-late,0,multi_released,1,0,537905,0,0,63211136,79085568,4,102977199,710454,124044928,166297600
research/transport-memory/adjustment-unknown-results,h2-long-rate128k-late,0,cleaned,1,0,0,0,0,63194752,79413248,4,102977199,710454,124044928,166297600
research/transport-memory/adjustment-unknown-results,h2-long-rate128k-late,0,retained_idle,1,0,0,0,0,63194752,79413248,3,102977199,710454,124044928,166297600
research/transport-memory/adjustment-slow-results,h2-unknown-baseline-slow,-1,cold,1,0,0,0,0,1524288,2834432,4,0,0,1573440,2834432
research/transport-memory/adjustment-slow-results,h2-unknown-baseline-slow,0,burst_start,1,9792,103552,0,0,2573248,7077888,8,9792,103552,2573248,7077888
research/transport-memory/adjustment-slow-results,h2-unknown-baseline-slow,0,transfer_start,1,3397744,103552,318400,1024000,6849664,11304960,2008,3397744,103552,6849664,11304960
research/transport-memory/adjustment-slow-results,h2-unknown-baseline-slow,0,active,358,291653356,673487,318400,392077404,326223936,268632064,2009,291816674,710454,326223936,268632064
research/transport-memory/adjustment-slow-results,h2-unknown-baseline-slow,0,capture_complete,1,10612459,673487,318400,393216000,49645568,196755456,1009,291816674,710454,326223936,268632064
research/transport-memory/adjustment-slow-results,h2-unknown-baseline-slow,0,validation_delayed,1,10612459,673487,318400,393216000,49645568,188284928,1009,291816674,710454,326223936,268632064
research/transport-memory/adjustment-slow-results,h2-unknown-baseline-slow,0,captures_released,1,10612459,673487,0,0,46532608,186089472,9,291816674,710454,326223936,268632064
research/transport-memory/adjustment-slow-results,h2-unknown-baseline-slow,0,serviced_idle,1,10612459,673487,0,0,46532608,186089472,9,291816674,710454,326223936,268632064
research/transport-memory/adjustment-slow-results,h2-unknown-baseline-slow,0,multi_released,1,0,537905,0,0,36915200,188874752,4,291816674,710454,326223936,268632064
research/transport-memory/adjustment-slow-results,h2-unknown-baseline-slow,0,cleaned,1,0,0,0,0,35948544,189169664,4,291816674,710454,326223936,268632064
research/transport-memory/adjustment-slow-results,h2-unknown-baseline-slow,0,retained_idle,1,0,0,0,0,35948544,189169664,3,291816674,710454,326223936,268632064
research/transport-memory/adjustment-slow-results,h2-unknown-rate32k-slow,-1,cold,1,0,0,0,0,1458752,2768896,4,0,0,1524288,2768896
research/transport-memory/adjustment-slow-results,h2-unknown-rate32k-slow,0,burst_start,1,9792,103552,0,0,2442048,6979584,8,9792,103552,2458432,6979584
research/transport-memory/adjustment-slow-results,h2-unknown-rate32k-slow,0,transfer_start,1,3397744,103552,318400,1024000,6652864,11157504,2008,3397744,103552,6652864,11157504
research/transport-memory/adjustment-slow-results,h2-unknown-rate32k-slow,0,active,346,96576463,673471,318400,392367095,125519424,138985472,2009,96592927,710454,125568576,138985472
research/transport-memory/adjustment-slow-results,h2-unknown-rate32k-slow,0,capture_complete,1,10612442,673471,318400,393216000,69224064,122372096,1009,96592927,710454,125568576,138985472
research/transport-memory/adjustment-slow-results,h2-unknown-rate32k-slow,0,validation_delayed,1,10612442,673471,318400,393216000,69224064,122372096,1009,96592927,710454,125568576,138985472
research/transport-memory/adjustment-slow-results,h2-unknown-rate32k-slow,0,captures_released,1,10612442,673471,0,0,69224064,122372096,9,96592927,710454,125568576,138985472
research/transport-memory/adjustment-slow-results,h2-unknown-rate32k-slow,0,serviced_idle,1,10612442,673471,0,0,69224064,122372096,9,96592927,710454,125568576,138985472
research/transport-memory/adjustment-slow-results,h2-unknown-rate32k-slow,0,multi_released,1,0,537905,0,0,51218048,116736000,4,96592927,710454,125568576,138985472
research/transport-memory/adjustment-slow-results,h2-unknown-rate32k-slow,0,cleaned,1,0,0,0,0,45909632,117096448,4,96592927,710454,125568576,138985472
research/transport-memory/adjustment-slow-results,h2-unknown-rate32k-slow,0,retained_idle,1,0,0,0,0,45909632,117096448,3,96592927,710454,125568576,138985472
research/transport-memory/adjustment-slow-results,h2-unknown-rate128k-slow,-1,cold,1,0,0,0,0,1540736,2834432,4,0,0,1540736,2834432
research/transport-memory/adjustment-slow-results,h2-unknown-rate128k-slow,0,burst_start,1,9792,103552,0,0,2458432,6995968,8,9792,103552,2458432,6995968
research/transport-memory/adjustment-slow-results,h2-unknown-rate128k-slow,0,transfer_start,1,3397744,103552,318400,1024000,6784000,11272192,2008,3397744,103552,6784000,11272192
research/transport-memory/adjustment-slow-results,h2-unknown-rate128k-slow,0,active,353,259466159,673471,318400,393052160,303679552,305741824,2009,259665559,710454,303827008,305741824
research/transport-memory/adjustment-slow-results,h2-unknown-rate128k-slow,0,capture_complete,1,10612442,673471,318400,393216000,65390720,224018432,1009,259665559,710454,303827008,305741824
research/transport-memory/adjustment-slow-results,h2-unknown-rate128k-slow,0,validation_delayed,1,10612442,673471,318400,393216000,65390720,224018432,1009,259665559,710454,303827008,305741824
research/transport-memory/adjustment-slow-results,h2-unknown-rate128k-slow,0,captures_released,1,10612442,673471,0,0,61950080,181059584,9,259665559,710454,303827008,305741824
research/transport-memory/adjustment-slow-results,h2-unknown-rate128k-slow,0,serviced_idle,1,10612442,673471,0,0,61950080,181059584,9,259665559,710454,303827008,305741824
research/transport-memory/adjustment-slow-results,h2-unknown-rate128k-slow,0,multi_released,1,0,537905,0,0,47597632,176734208,4,259665559,710454,303827008,305741824
research/transport-memory/adjustment-slow-results,h2-unknown-rate128k-slow,0,cleaned,1,0,0,0,0,46286912,177111040,4,259665559,710454,303827008,305741824
research/transport-memory/adjustment-slow-results,h2-unknown-rate128k-slow,0,retained_idle,1,0,0,0,0,46286912,175259648,3,259665559,710454,303827008,305741824
research/transport-memory/adjustment-slow-results,h2-unknown-reuse1,-1,cold,1,0,0,0,0,1540736,2834432,4,0,0,1540736,2834432
research/transport-memory/adjustment-slow-results,h2-unknown-reuse1,0,burst_start,1,9792,103552,0,0,2360192,6881280,8,9792,103552,2376576,6881280
research/transport-memory/adjustment-slow-results,h2-unknown-reuse1,0,transfer_start,1,3397744,103552,318400,1024000,6751360,11206656,2008,3397744,103552,6751360,11206656
research/transport-memory/adjustment-slow-results,h2-unknown-reuse1,0,active,8,102953069,1877651,318400,60841538,123536960,133021696,2018,103566796,1912244,123569728,133021696
research/transport-memory/adjustment-slow-results,h2-unknown-reuse1,0,capture_complete,1,708978,676598,318400,65536000,53954112,133005312,1009,103566796,1912244,123569728,133021696
research/transport-memory/adjustment-slow-results,h2-unknown-reuse1,0,validation_delayed,1,708978,676598,318400,65536000,53954112,133005312,1009,103566796,1912244,123569728,133021696
research/transport-memory/adjustment-slow-results,h2-unknown-reuse1,0,captures_released,1,708978,676598,0,0,52954688,133005312,9,103566796,1912244,123569728,133021696
research/transport-memory/adjustment-slow-results,h2-unknown-reuse1,0,serviced_idle,1,708978,676598,0,0,52954688,133005312,9,103566796,1912244,123569728,133021696
research/transport-memory/adjustment-slow-results,h2-unknown-reuse1,1,burst_start,1,708978,676598,0,0,52954688,133005312,9,708978,676598,123569728,133021696
research/transport-memory/adjustment-slow-results,h2-unknown-reuse1,1,transfer_start,1,4086978,676598,318400,1024000,53413440,133464064,2009,4086978,676598,123569728,133464064
research/transport-memory/adjustment-slow-results,h2-unknown-reuse1,1,active,8,106463518,1880706,318400,60842396,100451968,184041472,2018,106861422,1915299,123569728,184041472
research/transport-memory/adjustment-slow-results,h2-unknown-reuse1,1,capture_complete,1,708995,676598,318400,65536000,44385920,184025088,1009,106861422,1915299,123569728,184041472
research/transport-memory/adjustment-slow-results,h2-unknown-reuse1,1,validation_delayed,1,708995,676598,318400,65536000,44385920,184025088,1009,106861422,1915299,123569728,184041472
research/transport-memory/adjustment-slow-results,h2-unknown-reuse1,1,captures_released,1,708995,676598,0,0,44385920,184025088,9,106861422,1915299,123569728,184041472
research/transport-memory/adjustment-slow-results,h2-unknown-reuse1,1,serviced_idle,1,708995,676598,0,0,44385920,184025088,9,106861422,1915299,123569728,184041472
research/transport-memory/adjustment-slow-results,h2-unknown-reuse1,2,burst_start,1,708995,676598,0,0,44385920,184025088,9,708995,676598,123569728,184041472
research/transport-memory/adjustment-slow-results,h2-unknown-reuse1,2,transfer_start,1,4086995,676598,318400,1024000,44402304,184041472,2009,4086995,676598,123569728,184041472
research/transport-memory/adjustment-slow-results,h2-unknown-reuse1,2,active,8,105582127,1880658,318400,60421584,113280704,184336384,2018,105602928,1915267,123569728,184336384
research/transport-memory/adjustment-slow-results,h2-unknown-reuse1,2,capture_complete,1,708961,676618,318400,65536000,60720832,162414592,1009,105602928,1915267,123569728,184336384
research/transport-memory/adjustment-slow-results,h2-unknown-reuse1,2,validation_delayed,1,708961,676618,318400,65536000,60720832,162414592,1009,105602928,1915267,123569728,184336384
research/transport-memory/adjustment-slow-results,h2-unknown-reuse1,2,captures_released,1,708961,676618,0,0,59803328,162414592,9,105602928,1915267,123569728,184336384
research/transport-memory/adjustment-slow-results,h2-unknown-reuse1,2,serviced_idle,1,708961,676618,0,0,59803328,162316288,9,105602928,1915267,123569728,184336384
research/transport-memory/adjustment-slow-results,h2-unknown-reuse1,2,multi_released,1,0,538049,0,0,58279616,153927680,4,105602928,1915267,123569728,184336384
research/transport-memory/adjustment-slow-results,h2-unknown-reuse1,2,cleaned,1,0,0,0,0,58279616,154075136,4,105602928,1915267,123569728,184336384
research/transport-memory/adjustment-slow-results,h2-unknown-reuse1,2,retained_idle,1,0,0,0,0,58296000,151879680,3,105602928,1915267,123569728,184336384
research/transport-memory/adjustment-slow-results,h2-unknown-reuse10,-1,cold,1,0,0,0,0,1524352,2818048,4,0,0,1589888,2818048
research/transport-memory/adjustment-slow-results,h2-unknown-reuse10,0,burst_start,1,9792,103552,0,0,2343808,6864896,8,9792,103552,2360192,6864896
research/transport-memory/adjustment-slow-results,h2-unknown-reuse10,0,transfer_start,1,3397744,103552,318400,1024000,6767744,11223040,2008,3397744,103552,6767744,11223040
research/transport-memory/adjustment-slow-results,h2-unknown-reuse10,0,active,8,110860856,1877687,318400,58604144,125109824,137723904,2018,110973109,1912296,125109824,137723904
research/transport-memory/adjustment-slow-results,h2-unknown-reuse10,0,capture_complete,1,6722148,1877687,318400,65536000,54429248,137707520,1018,110973109,1912296,125109824,137723904
research/transport-memory/adjustment-slow-results,h2-unknown-reuse10,0,validation_delayed,1,6722148,1877687,318400,65536000,54429248,137707520,1018,110973109,1912296,125109824,137723904
research/transport-memory/adjustment-slow-results,h2-unknown-reuse10,0,captures_released,1,6722148,1877687,0,0,54429248,137707520,18,110973109,1912296,125109824,137723904
research/transport-memory/adjustment-slow-results,h2-unknown-reuse10,0,serviced_idle,1,6722148,1877687,0,0,54429248,137707520,18,110973109,1912296,125109824,137723904
research/transport-memory/adjustment-slow-results,h2-unknown-reuse10,1,burst_start,1,6722148,1877687,0,0,54429248,137707520,18,6722148,1877687,125109824,137723904
research/transport-memory/adjustment-slow-results,h2-unknown-reuse10,1,transfer_start,1,10100148,1877687,318400,1024000,54691392,137969664,2018,10100148,1877687,125109824,137969664
research/transport-memory/adjustment-slow-results,h2-unknown-reuse10,1,active,8,107812936,1877687,318400,60970748,89884224,177176576,2018,109679608,1877807,125109824,177176576
research/transport-memory/adjustment-slow-results,h2-unknown-reuse10,1,capture_complete,1,8003220,1877687,318400,65536000,60573248,177160192,1018,109679608,1877807,125109824,177176576
research/transport-memory/adjustment-slow-results,h2-unknown-reuse10,1,validation_delayed,1,8003220,1877687,318400,65536000,60573248,177160192,1018,109679608,1877807,125109824,177176576
research/transport-memory/adjustment-slow-results,h2-unknown-reuse10,1,captures_released,1,8003220,1877687,0,0,60573248,177160192,18,109679608,1877807,125109824,177176576
research/transport-memory/adjustment-slow-results,h2-unknown-reuse10,1,serviced_idle,1,8003220,1877687,0,0,63080000,139460608,18,109679608,1877807,125109824,177176576
research/transport-memory/adjustment-slow-results,h2-unknown-reuse10,2,burst_start,1,8003220,1877687,0,0,63080000,139460608,18,8003220,1877687,125109824,177176576
research/transport-memory/adjustment-slow-results,h2-unknown-reuse10,2,transfer_start,1,11381220,1877687,318400,1024000,63129152,139526144,2018,11381220,1877687,125109824,177176576
research/transport-memory/adjustment-slow-results,h2-unknown-reuse10,2,active,8,118327872,1877687,318400,61969307,101172800,184418304,2018,118482776,1877807,125109824,184418304
research/transport-memory/adjustment-slow-results,h2-unknown-reuse10,2,capture_complete,1,8660180,1877687,318400,65536000,60573248,184401920,1018,118482776,1877807,125109824,184418304
research/transport-memory/adjustment-slow-results,h2-unknown-reuse10,2,validation_delayed,1,8660180,1877687,318400,65536000,60573248,184401920,1018,118482776,1877807,125109824,184418304
research/transport-memory/adjustment-slow-results,h2-unknown-reuse10,2,captures_released,1,8660180,1877687,0,0,60573248,184401920,18,118482776,1877807,125109824,184418304
research/transport-memory/adjustment-slow-results,h2-unknown-reuse10,2,serviced_idle,1,8660180,1877687,0,0,60573248,184401920,18,118482776,1877807,125109824,184418304
research/transport-memory/adjustment-slow-results,h2-unknown-reuse10,2,multi_released,1,0,538049,0,0,57198144,179142656,4,118482776,1877807,125109824,184418304
research/transport-memory/adjustment-slow-results,h2-unknown-reuse10,2,cleaned,1,0,0,0,0,57017920,179470336,4,118482776,1877807,125109824,184418304
research/transport-memory/adjustment-slow-results,h2-unknown-reuse10,2,retained_idle,1,0,0,0,0,57017920,179470336,3,118482776,1877807,125109824,184418304
research/transport-memory/paced-results,slow50-unlimited,-1,cold,1,0,0,0,0,1458752,2785280,4,0,0,1524288,2785280
research/transport-memory/paced-results,slow50-unlimited,0,burst_start,1,9792,103552,0,0,2392896,6881280,8,9792,103552,2409280,6881280
research/transport-memory/paced-results,slow50-unlimited,0,transfer_start,1,3397744,103552,318400,1024000,6816768,11255808,2008,3397744,103552,6816768,11255808
research/transport-memory/paced-results,slow50-unlimited,0,active,101,36419547,673471,318400,15276008,43861056,49971200,2009,36661487,710454,43992128,49971200
research/transport-memory/paced-results,slow50-unlimited,0,capture_complete,1,10612442,673471,318400,15733000,38208576,37076992,1009,36661487,710454,43992128,49971200
research/transport-memory/paced-results,slow50-unlimited,0,validation_delayed,1,10612442,673471,318400,15733000,38208576,37076992,1009,36661487,710454,43992128,49971200
research/transport-memory/paced-results,slow50-unlimited,0,captures_released,1,10612442,673471,0,0,38208576,37142528,9,36661487,710454,43992128,49971200
research/transport-memory/paced-results,slow50-unlimited,0,serviced_idle,1,10612442,673471,0,0,38208576,37142528,9,36661487,710454,43992128,49971200
research/transport-memory/paced-results,slow50-unlimited,0,multi_released,1,0,537905,0,0,27509824,47792128,4,36661487,710454,43992128,49971200
research/transport-memory/paced-results,slow50-unlimited,0,cleaned,1,0,0,0,0,27345984,40026112,4,36661487,710454,43992128,49971200
research/transport-memory/paced-results,slow50-unlimited,0,retained_idle,1,0,0,0,0,27345984,40026112,3,36661487,710454,43992128,49971200
research/transport-memory/paced-results,slow50-rate8k,-1,cold,1,0,0,0,0,1458752,2785280,4,0,0,1524288,2785280
research/transport-memory/paced-results,slow50-rate8k,0,burst_start,1,9792,103552,0,0,2278144,6782976,8,9792,103552,2294528,6782976
research/transport-memory/paced-results,slow50-rate8k,0,transfer_start,1,3397744,103552,318400,1024000,6669248,11124736,2008,3397744,103552,6669248,11124736
research/transport-memory/paced-results,slow50-rate8k,0,active,100,36421004,673487,318400,14873443,45614144,50118656,2009,36661184,710454,45614144,50118656
research/transport-memory/paced-results,slow50-rate8k,0,capture_complete,1,10612459,673487,318400,15733000,45614144,44367872,1009,36661184,710454,45646912,50118656
research/transport-memory/paced-results,slow50-rate8k,0,validation_delayed,1,10612459,673487,318400,15733000,45614144,44367872,1009,36661184,710454,45646912,50118656
research/transport-memory/paced-results,slow50-rate8k,0,captures_released,1,10612459,673487,0,0,45614144,44400640,9,36661184,710454,45646912,50118656
research/transport-memory/paced-results,slow50-rate8k,0,serviced_idle,1,10612459,673487,0,0,45614144,38207488,9,36661184,710454,45646912,50118656
research/transport-memory/paced-results,slow50-rate8k,0,multi_released,1,0,537905,0,0,37405760,48840704,4,36661184,710454,45646912,50118656
research/transport-memory/paced-results,slow50-rate8k,0,cleaned,1,0,0,0,0,37291072,49299456,4,36661184,710454,45646912,50118656
research/transport-memory/paced-results,slow50-rate8k,0,retained_idle,1,0,0,0,0,37291072,46743552,3,36661184,710454,45646912,50118656
research/transport-memory/paced-results,slow50-rate32k,-1,cold,1,0,0,0,0,1458752,2785280,4,0,0,1524288,2785280
research/transport-memory/paced-results,slow50-rate32k,0,burst_start,1,9792,103552,0,0,2294528,6799360,8,9792,103552,2294528,6799360
research/transport-memory/paced-results,slow50-rate32k,0,transfer_start,1,3397744,103552,318400,1024000,6652864,11108352,2008,3397744,103552,6652864,11108352
research/transport-memory/paced-results,slow50-rate32k,0,active,101,36422730,673471,318400,15554786,44041344,52117504,2009,36661150,710454,45712512,52117504
research/transport-memory/paced-results,slow50-rate32k,0,capture_complete,1,10612425,673471,318400,15733000,37733504,52101120,1009,36661150,710454,45712512,52117504
research/transport-memory/paced-results,slow50-rate32k,0,validation_delayed,1,10612425,673471,318400,15733000,37733504,52101120,1009,36661150,710454,45712512,52117504
research/transport-memory/paced-results,slow50-rate32k,0,captures_released,1,10612425,673471,0,0,37733504,52101120,9,36661150,710454,45712512,52117504
research/transport-memory/paced-results,slow50-rate32k,0,serviced_idle,1,10612425,673471,0,0,37733504,52101120,9,36661150,710454,45712512,52117504
research/transport-memory/paced-results,slow50-rate32k,0,multi_released,1,0,537905,0,0,20628608,35340288,4,36661150,710454,45712512,52117504
research/transport-memory/paced-results,slow50-rate32k,0,cleaned,1,0,0,0,0,20612224,35340288,4,36661150,710454,45712512,52117504
research/transport-memory/paced-results,slow50-rate32k,0,retained_idle,1,0,0,0,0,20612224,35340288,3,36661150,710454,45712512,52117504
research/transport-memory/paced-results,normal100-unlimited,-1,cold,1,0,0,0,0,1458752,2785280,4,0,0,1524288,2785280
research/transport-memory/paced-results,normal100-unlimited,0,burst_start,1,9792,103552,0,0,2376512,6864896,8,9792,103552,2392896,6864896
research/transport-memory/paced-results,normal100-unlimited,0,transfer_start,1,3397744,103552,318400,1024000,6701952,11173888,2008,3397744,103552,6701952,11173888
research/transport-memory/paced-results,normal100-unlimited,0,active,101,36421644,673487,318400,29434537,45794496,53116928,2009,36661504,710454,46712000,53116928
research/transport-memory/paced-results,normal100-unlimited,0,capture_complete,1,10612459,673487,318400,31333000,42648768,53116928,1009,36661504,710454,46712000,53116928
research/transport-memory/paced-results,normal100-unlimited,0,validation_delayed,1,10612459,673487,318400,31333000,42648768,53116928,1009,36661504,710454,46712000,53116928
research/transport-memory/paced-results,normal100-unlimited,0,captures_released,1,10612459,673487,0,0,42648768,53116928,9,36661504,710454,46712000,53116928
research/transport-memory/paced-results,normal100-unlimited,0,serviced_idle,1,10612459,673487,0,0,42648768,53116928,9,36661504,710454,46712000,53116928
research/transport-memory/paced-results,normal100-unlimited,0,multi_released,1,0,537905,0,0,21365952,36356096,4,36661504,710454,46712000,53116928
research/transport-memory/paced-results,normal100-unlimited,0,cleaned,1,0,0,0,0,21251200,36257792,4,36661504,710454,46712000,53116928
research/transport-memory/paced-results,normal100-unlimited,0,retained_idle,1,0,0,0,0,21251200,36257792,3,36661504,710454,46712000,53116928
research/transport-memory/paced-results,normal100-rate8k,-1,cold,1,0,0,0,0,1524288,2850816,4,0,0,1524288,2850816
research/transport-memory/paced-results,normal100-rate8k,0,burst_start,1,9792,103552,0,0,2360128,6848512,8,9792,103552,2360128,6848512
research/transport-memory/paced-results,normal100-rate8k,0,transfer_start,1,3397744,103552,318400,1024000,6718464,11157504,2008,3397744,103552,6718464,11157504
research/transport-memory/paced-results,normal100-rate8k,0,active,100,36422890,673471,318400,29288729,46269568,49856512,2009,36661150,710454,46269568,49856512
research/transport-memory/paced-results,normal100-rate8k,0,capture_complete,1,10612425,673471,318400,31333000,46269568,48857088,1009,36661150,710454,46302336,49856512
research/transport-memory/paced-results,normal100-rate8k,0,validation_delayed,1,10612425,673471,318400,31333000,46269568,48857088,1009,36661150,710454,46302336,49856512
research/transport-memory/paced-results,normal100-rate8k,0,captures_released,1,10612425,673471,0,0,46269568,48873472,9,36661150,710454,46302336,49856512
research/transport-memory/paced-results,normal100-rate8k,0,serviced_idle,1,10612425,673471,0,0,46269568,48873472,9,36661150,710454,46302336,49856512
research/transport-memory/paced-results,normal100-rate8k,0,multi_released,1,0,537905,0,0,46318784,50790400,4,36661150,710454,46318784,50790400
research/transport-memory/paced-results,normal100-rate8k,0,cleaned,1,0,0,0,0,46318784,51036160,4,36661150,710454,46318784,51036160
research/transport-memory/paced-results,normal100-rate8k,0,retained_idle,1,0,0,0,0,46318784,51036160,3,36661150,710454,46318784,51036160
research/transport-memory/paced-results,normal100-rate32k,-1,cold,1,0,0,0,0,1540736,2850816,4,0,0,1540736,2850816
research/transport-memory/paced-results,normal100-rate32k,0,burst_start,1,9792,103552,0,0,2474816,6963200,8,9792,103552,2474816,6963200
research/transport-memory/paced-results,normal100-rate32k,0,transfer_start,1,3397744,103552,318400,1024000,6636544,11075584,2008,3397744,103552,6636544,11075584
research/transport-memory/paced-results,normal100-rate32k,0,active,101,36422107,673487,318400,29369899,45909248,50216960,2009,36661167,710454,45909248,50216960
research/transport-memory/paced-results,normal100-rate32k,0,capture_complete,1,10612442,673487,318400,31333000,42910976,47939584,1009,36661167,710454,45909248,50216960
research/transport-memory/paced-results,normal100-rate32k,0,validation_delayed,1,10612442,673487,318400,31333000,42910976,47939584,1009,36661167,710454,45909248,50216960
research/transport-memory/paced-results,normal100-rate32k,0,captures_released,1,10612442,673487,0,0,42910976,47972352,9,36661167,710454,45909248,50216960
research/transport-memory/paced-results,normal100-rate32k,0,serviced_idle,1,10612442,673487,0,0,42910976,47972352,9,36661167,710454,45909248,50216960
research/transport-memory/paced-results,normal100-rate32k,0,multi_released,1,0,537905,0,0,29246656,42139648,4,36661167,710454,45909248,50216960
research/transport-memory/paced-results,normal100-rate32k,0,cleaned,1,0,0,0,0,29246656,42483712,4,36661167,710454,45909248,50216960
research/transport-memory/paced-results,normal100-rate32k,0,retained_idle,1,0,0,0,0,29246656,40484864,3,36661167,710454,45909248,50216960
research/transport-memory/paced-results,fast1000-batched-unlimited,-1,cold,1,0,0,0,0,1458752,2785280,4,0,0,1524288,2785280
research/transport-memory/paced-results,fast1000-batched-unlimited,0,burst_start,1,9792,103552,0,0,2491264,6963200,8,9792,103552,2507648,6963200
research/transport-memory/paced-results,fast1000-batched-unlimited,0,transfer_start,1,3397744,103552,318400,1024000,6734912,11157504,2008,3397744,103552,6734912,11157504
research/transport-memory/paced-results,fast1000-batched-unlimited,0,active,102,41362663,673471,318400,91990233,80021184,76267520,2009,55607677,710454,87099072,76267520
research/transport-memory/paced-results,fast1000-batched-unlimited,0,capture_complete,1,10612425,673471,318400,103333000,63555264,81510400,1009,55607677,710454,87099072,81510400
research/transport-memory/paced-results,fast1000-batched-unlimited,0,validation_delayed,1,10612425,673471,318400,103333000,63555264,81379328,1009,55607677,710454,87099072,81510400
research/transport-memory/paced-results,fast1000-batched-unlimited,0,captures_released,1,10612425,673471,0,0,63538880,70123520,9,55607677,710454,87099072,81510400
research/transport-memory/paced-results,fast1000-batched-unlimited,0,serviced_idle,1,10612425,673471,0,0,63407808,49217536,9,55607677,710454,87099072,81510400
research/transport-memory/paced-results,fast1000-batched-unlimited,0,multi_released,1,0,537905,0,0,48809664,53772288,4,55607677,710454,87099072,81510400
research/transport-memory/paced-results,fast1000-batched-unlimited,0,cleaned,1,0,0,0,0,48809664,54181888,4,55607677,710454,87099072,81510400
research/transport-memory/paced-results,fast1000-batched-unlimited,0,retained_idle,1,0,0,0,0,48809664,53739520,3,55607677,710454,87099072,81510400
research/transport-memory/paced-results,fast1000-batched-rate8k,-1,cold,1,0,0,0,0,1524288,2850816,4,0,0,1524288,2850816
research/transport-memory/paced-results,fast1000-batched-rate8k,0,burst_start,1,9792,103552,0,0,2606016,7061504,8,9792,103552,2622400,7061504
research/transport-memory/paced-results,fast1000-batched-rate8k,0,transfer_start,1,3397744,103552,318400,1024000,6800448,11223040,2008,3397744,103552,6800448,11223040
research/transport-memory/paced-results,fast1000-batched-rate8k,0,active,146,36419530,673471,318400,103343792,51250368,54394880,2009,36661150,710454,51266752,54394880
research/transport-memory/paced-results,fast1000-batched-rate8k,0,capture_complete,1,10612425,673471,318400,103333000,48383168,54542336,1009,36661150,710454,51266752,54542336
research/transport-memory/paced-results,fast1000-batched-rate8k,0,validation_delayed,1,10612425,673471,318400,103333000,48383168,54542336,1009,36661150,710454,51266752,54542336
